Code;Title
MG30.3Y;Otro dolor musculoesquelético secundario crónico especificado
MG30.3Z;"Dolor musculoesquelético secundario crónico, sin especificación"
MG30.4;Dolor visceral secundario crónico
MG30.40;Dolor visceral crónico por factores mecánicos
MG30.41;Dolor visceral crónico por mecanismos vasculares
MG30.42;Dolor visceral crónico por inflamación persistente
MG30.4Y;Otro dolor visceral secundario crónico especificado
MG30.4Z;"Dolor visceral secundario crónico, sin especificación"
MG30.5;Dolor neuropático crónico
MG30.50;Dolor neuropático central crónico
MG30.51;Dolor neuropático periférico crónico
MG30.5Y;Otro dolor neuropático crónico especificado
MG30.5Z;"Dolor neuropático crónico, sin especificación"
MG30.6;Cefalea o dolor bucofacial secundario crónico
MG30.61;Dolor dental crónico
MG30.62;Dolor orofacial neuropático crónico
MG30.63;Dolor de cabeza u orofacial asociado con trastornos temporomandibulares secundarios crónicos
MG30.6Y;Otra cefalea o dolor bucofacial secundario crónico especificado
MG30.6Z;"Cefalea o dolor bucofacial secundario crónico, sin especificación"
MG30.Y;Otro dolor crónico especificado
MG30.Z;"Dolor crónico, sin especificación"
MG31;Dolor agudo
MG31.0;"Dolor agudo en la cara, no clasificado en otra parte"
MG31.1;"Cefalea aguda, no clasificada en otra parte"
MG31.2;"Dolor postoperatorio agudo, no clasificado en otra parte"
MG31.Y;Otro dolor agudo especificado
MG31.Z;"Dolor agudo, sin especificación"
MG3Z;"Dolor, sin especificación"
MG40;Choque
MG40.0;Choque cardiogénico
MG40.1;Choque hipovolémico
MG40.Y;Otro choque especificado
MG40.Z;"Choque, sin especificación"
MG41;Trastornos del sueño
MG42;"Somnolencia, no clasificada en otra parte"
MG43;Síntomas y signos relativos a la ingesta de alimentos y líquidos
MG43.0;Polidipsia
MG43.1;Hiperfagia
MG43.2;Abulia
MG43.3;Dificultades de la alimentación
MG43.30;Problema con la alimentación del lactante
MG43.31;Problema de alimentación del niño
MG43.32;Problema con la alimentación del adulto
MG43.3Z;"Dificultades de la alimentación, sin especificación"
MG43.4;Ingesta insuficiente de alimentos y de agua por negligencia personal
MG43.40;"Rechazo al alimento, no clasificado en otra parte"
MG43.41;"Rechazo de líquidos, no clasificado en otra parte"
MG43.4Y;Otra ingesta insuficiente de alimentos y de agua especificada por negligencia personal
MG43.4Z;"Ingesta insuficiente de alimentos y de agua por negligencia personal, sin especificación"
MG43.5;Adelgazamiento excesivo
MG43.6;Aumento de peso excesivo
MG43.7;Anorexia
MG43.8;Disminución del apetito
MG43.9;Aumento del apetito
MG43.Y;Otros síntomas y signos especificados relativos a la alimentación e ingesta de líquidos
MG44;Síntomas propios del lactante
MG44.0;Llanto excesivo en el lactante
MG44.1;Falta del desarrollo fisiológico normal esperado
MG44.10;Retraso del desarrollo del niño
MG44.11;Retraso ponderal en un lactante o niño
MG44.12;Niño de talla baja
MG44.13;Retraso constitucional del crecimiento y la pubertad
MG44.14;Estatura baja familiar
MG44.1Y;Otra falta del desarrollo fisiológico normal esperado especificado
MG44.1Z;"Falta del desarrollo fisiológico normal esperado, sin especificación"
MG44.Y;Otros síntomas propios del lactante especificados
MG44.Z;"Síntomas propios del lactante, sin especificación"
MG45;Síncope y colapso
MG45.0;Síncope cardíaco
MG45.Y;Otro síncope y colapso especificado
MG45.Z;"Síncope y colapso, sin especificación"
MG46;Síndrome de respuesta inflamatoria sistémica de origen no infeccioso
MG47;Toxicosis sin otra especificación
MG48;Causas de enfermedad desconocidas y no especificadas
MG4Y;Otros síntomas generales especificados
MG50;Detección de bacterias gramnegativas resistentes a los antimicrobianos
MG50.0;Acinetobacter baumannii resistente a los antibióticos
MG50.00;Acinetobacter baumannii resistente a las tetraciclinas
MG50.01;Acinetobacter baumannii resistente a los aminoglucósidos
MG50.02;Acinetobacter baumannii resistente a los carbapenémicos
MG50.03;Acinetobacter baumannii resistente a las polimixinas
MG50.0Y;Acinetobacter baumannii resistente a otro antibiótico
MG50.0Z;"Acinetobacter baumannii resistente a los antibióticos, sin especificación"
MG50.1;Campylobacter resistente a los antibióticos
MG50.10;Campylobacter resistente a las fluoroquinolonas
MG50.1Y;Campylobacter resistente a otro antibiótico especificado
MG50.1Z;"Campylobacter resistente a los antibióticos, sin especificación"
MG50.2;Escherichia coli resistente a los antibióticos
MG50.20;Escherichia coli resistente a las sulfonamidas o al trimetoprim
MG50.21;Escherichia coli resistente a las fluoroquinolonas
MG50.22;Escherichia coli resistente a las cefalosporinas de tercera generación
MG50.23;Escherichia coli resistente a las cefalosporinas de cuarta generación
MG50.24;Escherichia coli resistente a los carbapenémicos
MG50.25;Escherichia coli resistente a las polimixinas
MG50.26;Escherichia coli resistente a las penicilinas
MG50.27;Escherichia coli productora de betalactamasas de espectro extendido
MG50.2Y;Escherichia coli resistente a otro antibiótico especificado
MG50.2Z;"Escherichia coli resistente a los antibióticos, sin especificación"
MG50.3;Haemophilus influenzae resistente a los antibióticos
MG50.30;Haemophilus influenzae resistente a la ampicilina
MG50.3Y;Haemophilus influenza resistente a otro antibiótico especificado
MG50.3Z;"Haemophilus influenzae resistente a los antibióticos, sin especificación"
MG50.4;Helicobacter pylori resistente a los antibióticos
MG50.40;Helicobacter pylori resistente a la claritromicina
MG50.4Y;Helicobacter pylori resistente a otro antibiótico especificado
MG50.4Z;"Helicobacter pylori resistente a los antibióticos, sin especificación"
MG50.5;Klebsiella pneumoniae resistente a los antibióticos
MG50.50;Klebsiella pneumoniae resistente a las sulfonamidas o al trimetoprim
MG50.51;Klebsiella pneumoniae resistente a las fluoroquinonas
MG50.52;Klebsiella pneumoniae resistente a las cefalosporinas de tercera generación
MG50.53;Klebsiella pneumoniae resistente a las cefalosporinas de cuarta generación
MG50.54;Klebsiella pneumoniae resistente a los carbapenémicos
MG50.55;Klebsiella pneumoniae resistente a las polimixinas
MG50.56;Klebsiella pneumoniae productora de betalactamasas de espectro extendido
MG50.5Y;Klebsiella pneumoniae resistente a otro antibiótico especificado
MG50.5Z;"Klebsiella pneumoniae resistente a los antibióticos, sin especificación"
MG50.6;Neisseria gonorrhoeae resistente a los antibióticos
MG50.60;Neisseria gonorrhoeae resistente a las cefalosporinas de tercera generación
MG50.61;Neisseria gonorrhoeae resistente a los macrólidos
MG50.62;Neisseria gonorrhoeae resistente al aminociclitol
MG50.63;Neisseria gonorrhoeae resistente a las fluoroquinolonas
MG50.64;Neisseria gonorrhoeae resistente a los aminoglucósidos
MG50.6Y;Neisseria gonorrhoeae resistente a otro antibiótico especificado
MG50.6Z;"Neisseria gonorrhoeae resistente a los antibióticos, sin especificación"
MG50.7;Neisseria meningitidis resistente a los antibióticos
MG50.70;Neisseria meningitidis resistente a las penicilinas
MG50.7Y;Neisseria meningitidis resistente a otro antibiótico especificado
MG50.7Z;"Neisseria meningitidis resistente a los antibióticos, sin especificación"
MG50.8;Pseudomonas aeruginosa resistente a los antibióticos
MG50.80;Pseudomonas aeruginosa resistente a los carbapenémicos
MG50.81;Pseudomonas aeruginosa resistente a las polimixinas
MG50.8Y;Pseudomonas aeruginosa resistente a otro antibiótico especificado
MG50.8Z;"Pseudomonas aeruginosa resistente a os antibióticos, sin especificación"
MG50.9;Salmonella resistente a los antibióticos
MG50.90;Salmonella resistente a las fluoroquinolonas
MG50.91;Salmonella resistente a las cefalosporinas de tercera generación
MG50.92;Salmonella resistente a los carbapenémicos
MG50.9Y;Salmonella resistente a otro antibiótico especificado
MG50.9Z;"Salmonella resistente a los antibióticos, sin especificación"
MG50.A;Shigella resistente a los antibióticos
MG50.A0;Shigella resistente a los carbapenémicos
MG50.A1;Shigella resistente a las fluoroquinolonas
MG50.A2;Shigella resistente a las cefalosporinas de tercera generación
MG50.A3;Shigella resistente a los macrólidos
MG50.AY;Shigella resistente a otro antibiótico
MG50.AZ;"Shigella resistente a los antibióticos, sin especificación"
MG50.B;Vibrio resistente a los antibióticos
MG50.B0;Vibrio resistente a las fluoroquinolonas
MG50.BY;Vibrio resistente a otro antibiótico especificado
MG50.BZ;"Vibrio resistente a los antibióticos, sin especificación"
MG50.C;Otras enterobacterias resistentes a antibióticos
MG50.C0;Enterobacterias resistentes a los carbapenémicos
MG50.C1;Enterobacterias resistentes a cefalosporinas de tercera generación
MG50.CY;Enterobacteriaceae resistente a otro antibiótico especificado
MG50.CZ;"Enterobacteriaceae resistente a los antibióticos, sin especificación"
MG50.Y;Otra detección de bacterias gramnegativas resistentes a los antimicrobianos especificada
MG50.Z;"Detección de bacterias gramnegativas resistente a los antimicrobianos, sin especificación"
MG51;Detección de bacterias grampositivas resistentes a los antimicrobianos
MG51.0;Staphylococcus aureus resistente a antibióticos
MG51.00;Staphylococcus aureus resistente a la meticilina
MG51.01;Staphylococcus aureus resistente a la vancomicina
MG51.02;Staphylococcus aureus resistente a los betalactámicos estables frente a las penicilinasas
MG51.0Y;Staphylococcus aureus resistente a otro antibiótico especificado
MG51.0Z;"Staphylococcus aureus resistente a antibióticos, sin especificación"
MG51.1;Streptococcus pneumoniae resistente a los antibióticos
MG51.10;Streptococcus pneumoniae resistente a las penicilinas
MG51.11;Streptococcus pneumoniae resistente a la sulfonamida y la trimetoprima
MG51.12;Streptococcus pneumoniae resistente a las cefalosporinas de tercera generación
MG51.1Y;Streptococcus pneumoniae resistente a otros antibióticos
MG51.1Z;Streptococcus pneumoniae resistente a antibiótico no especificado
MG51.2;Enterococcus resistente a los antibióticos
MG51.20;Enterococcus resistente a la vancomicina
MG51.2Y;Enterococcus resistente a otro antibiótico especificado
MG51.2Z;"Enterococcus resistente a los antibióticos, sin especificación"
MG51.Y;Otra detección de bacterias grampositivas especificadas resistentes a los antimicrobianos
MG51.Z;"Detección de bacterias grampositivas resistentes a los antimicrobianos, sin especificación"
MG52;"Detección de bacterias, ni gramnegativas ni grampositivas, resistentes a los antimicrobianos"
MG52.0;Mycobacterium resistente a los antibióticos
MG52.00;Mycobacterium tuberculosis multirresistente a farmacos
MG52.01;Mycobacterium no tuberculoso resistente a los antibióticos
MG52.02;Mycobacterium tuberculosis extensamente resistente a los medicamentos
MG52.0Y;Mycobacterium resistente a otro antibiótico especificado
MG52.0Z;"Mycobacterium resistente a los antibióticos, sin especificación"
MG52.Y;"Otra detección de bacterias especificadas, ni gramnegativas ni grampositivas, resistentes a los antimicrobianos"
MG52.Z;"Detección de bacterias, ni gramnegativas ni grampositivas, resistentes a los antimicrobianos, sin especificación"
MG53;Detección de virus resistentes a los antimicrobianos
MG53.0;Virus de la inmunodeficiencia humana resistente al tratamiento antirretroviral
MG53.Y;Detección de otro virus especificado resistente a los antimicrobianos
MG53.Z;"Detección de virus resistente a los antimicrobianos, sin especificación"
MG54;Detección de hongos resistentes a los antimicrobianos
MG55;Detección de parásitos resistentes a los antimicrobianos
MG55.0;Plasmodium falciparum resistente a la artemisinina
MG55.Y;Otra detección especificada de parásitos resistentes a los antimicrobianos
MG55.Z;"Detección de parásitos resistentes a los antimicrobianos, sin especificación"
MG56;Detección de microorganismo resistente a varios antimicrobianos de otro tipo
MG5Y;Detección de otros microorganismos resistentes a los antimicrobianos
MG5Z;"Detección de microorganismos resistentes a los antimicrobianos, sin especificación"
MG60;"Concentración anormal de enzimas en muestras de otros órganos, aparatos y tejidos"
MG61;"Concentración anormal de hormonas en muestras de otros órganos, aparatos y tejidos"
MG62;"Concentración anormal de drogas, medicamentos y sustancias biológicas en muestras de otros órganos, aparatos y tejidos"
MG63;"Concentración anormal de sustancias de procedencia principalmente no medicinal en muestras de otros órganos, aparatos y tejidos"
MG64;"Resultados inmunológicos anormales en muestras de otros órganos, aparatos y tejidos"
MG65;"Resultado microbiológico anormal en muestras de otros órganos, aparatos y tejidos"
MG66;"Resultados citopatológicos anormales en muestras de otros órganos, aparatos y tejidos"
MG67;"Resultados histopatológicos anormales en muestras de otros órganos, aparatos y tejidos"
MG6Y;"Otros resultados anormales especificados en muestras de otros órganos, aparatos y tejidos especificados"
MG70;"Resultados anormales en pruebas de diagnóstico por la imagen, no clasificados en otra parte"
MG71;"Resultados de laboratorio anormales, no clasificados en otra parte"
MG71.0;Resultados anormales en el cribado neonatal
MG71.Y;"Otros resultados de laboratorio anormales especificados, no clasificados en otra parte"
MG71.Z;"Resultados de laboratorio anormales, no clasificados en otra parte, sin especificación"
MG72;Resultados anormales en estudios funcionales de otros órganos y aparatos
MG7Y;"Otros resultados anormales especificados, no clasificados en otra parte"
MG7Z;"Resultados anormales, no clasificados en otra parte, sin especificación"
MG9Y;"Otros síntomas, signos o resultados clínicos especificados en general"
MH10;Muerte cerebral
MH11;Síndrome de muerte súbita del lactante
MH11.0;Síndrome de muerte súbita del lactante con mención de una autopsia
MH11.1;Síndrome de muerte súbita del lactante sin autopsia
MH11.Z;"Síndrome de muerte súbita del lactante, sin especificación"
MH12;"Otra muerte súbita, de causa desconocida"
MH12.0;Muerte instantánea
MH12.1;"Muerte que ocurre menos de 24 horas después del comienzo de los síntomas, sin otra explicación"
MH13;Muerte sin nadie presente
MH14;Otras causas de muerte mal definidas y no especificadas
MH15;Muerte súbita inesperada en paciente con epilepsia
MH16;Insuficiencia multiorgánica
MH2Y;"Otros síntomas, signos o hallazgos clínicos anormales especificados no clasificados en otra parte"
NA00;Traumatismo superficial en la cabeza
NA00.0;Traumatismo superficial en el cuero cabelludo
NA00.00;Excoriación en el cuero cabelludo
NA00.01;Contusión de cuero cabelludo
NA00.02;Cuerpo extraño superficial en el cuero cabelludo
NA00.0Y;Otro traumatismo superficial especificado en el cuero cabelludo
NA00.0Z;"Traumatismo superficial en el cuero cabelludo, sin especificación"
NA00.1;Traumatismo superficial en el párpado o el área periocular
NA00.10;Excoriación en el párpado o el área periocular
NA00.11;Contusión en el párpado o el área periocular
NA00.12;Otros traumatismo superficiales en el párpado o el área periocular
NA00.1Y;Otro traumatismo superficial especificado en el párpado o el área periocular
NA00.1Z;"Traumatismo superficial en el párpado o el área periocular, sin especificación"
NA00.2;Traumatismo superficial en la oreja o el oído
NA00.3;Traumatismo superficial en la nariz
NA00.4;Traumatismo superficial en el labio o la cavidad bucal
NA00.5;Traumatismos superficiales múltiples en la cabeza
NA00.6;Excoriación en otros sitios no especificados de la cabeza
NA00.7;Contusión en otros sitios o en sitios no especificados de la cabeza
NA00.Y;Otro traumatismo superficial especificado en la cabeza
NA00.Z;"Traumatismo superficial en la cabeza, sin especificación"
NA01;Herida abierta de cabeza
NA01.2;"Laceración en la cabeza, sin cuerpo extraño"
NA01.3;"Laceración en la cabeza, con cuerpo extraño"
NA01.4;"Herida punzante en la cabeza, sin cuerpo extraño"
NA01.5;Herida punzante con cuerpo extraño en la cabeza
NA01.6;Mordedura abierta en la cabeza
NA01.7;Heridas abiertas múltiples en la cabeza
NA01.Y;Otra herida abierta especificada de cabeza
NA01.Z;"Herida abierta de cabeza, sin especificación"
NA02;Fractura del cráneo o de los huesos faciales
NA02.0;Fractura de la bóveda del cráneo
NA02.00;Fractura de la escama del hueso frontal del cráneo
NA02.01;Fractura del hueso parietal del cráneo
NA02.02;Fractura de la escama del hueso temporal del cráneo
NA02.03;Fractura de la escama del hueso occipital del cráneo
NA02.1;Fractura de la base de cráneo
NA02.10;Fractura de la fosa anterior de la base del cráneo
NA02.11;Fractura de la fosa media de la base del cráneo
NA02.12;Fractura de la fosa posterior de la base del cráneo
NA02.13;Fractura del seno del hueso etmoides del cráneo
NA02.14;Fractura del seno frontal del cráneo
NA02.15;Fractura del hueso esfenoides del cráneo
NA02.16;"Fractura del cóndilo occipital del cráneo, tipo I"
NA02.17;"Fractura del cóndilo occipital del cráneo, tipo II"
NA02.18;"Fractura del cóndilo occipital del cráneo, tipo III"
NA02.19;Fractura de otras partes del hueso occipital del cráneo
NA02.1A;Otras fracturas de la base del cráneo
NA02.1Z;"Fractura de la base del cráneo, sin especificación"
NA02.2;Fractura orbitaria
NA02.20;Fractura del techo orbitario
NA02.21;Fractura del piso orbitario
NA02.2Y;Otra fractura orbitaria especificada
NA02.2Z;"Fractura orbitaria, sin especificación"
NA02.3;Fractura de los huesos nasales
NA02.4;Fractura de maxilar
NA02.40;Fractura de Le Fort de tipo I
NA02.41;Fractura de Le Fort de tipo II
NA02.42;Fractura de Le Fort de tipo III
NA02.4Y;Otra fractura especificada de maxilar
NA02.4Z;"Fractura de maxilar, sin especificación"
NA02.5;Fractura del hueso cigomático
NA02.6;Fractura de diente
NA02.7;Fractura de la mandíbula
NA02.70;Fractura condílea mandibular
NA02.71;Fractura subcondílea mandibular
NA02.72;Fractura en la apófisis coronoides de la mandíbula
NA02.73;Fractura en la rama de la mandíbula
NA02.74;Fractura en el ángulo de la mandíbula
NA02.75;Fractura en el arco alveolar de la mandíbula
NA02.76;Fractura en la sínfisis de la mandíbula
NA02.7Y;Otra fractura especificada de la mandíbula
NA02.7Z;"Fractura de la mandíbula, sin especificación"
NA02.8;Fracturas múltiples que afectan el cráneo o los huesos faciales
NA02.Y;Otra fractura especificada del cráneo o de los huesos faciales
NA02.Z;"Fractura del cráneo o de los huesos faciales, sin especificación"
NA03;"Luxación, distensión o esguince de articulaciones o ligamentos de la cabeza"
NA03.0;Luxación de la mandíbula
NA03.1;Luxación del cartílago septal de la nariz
NA03.2;Luxación de diente
NA03.3;Torcedura o esguince de la mandíbula
NA03.Y;Otra dislocación o distensión o esguince de articulaciones o ligamentos de la cabeza especificada
NA03.Z;"Dislocación o distensión o esguince de articulaciones o ligamentos de la cabeza, sin especificación"
NA04;Traumatismo en los nervios craneales
NA04.0;Traumatismo en el nervio olfatorio
NA04.1;Traumatismo en el nervio óptico o las vías ópticas
NA04.10;"Traumatismo en el nervio óptico, unilateral"
NA04.11;"Lesión del nervio óptico, bilateral"
NA04.12;Traumatismo en el quiasma óptico
NA04.13;"Traumatismo en el nervio o las vías ópticas, unilateral"
NA04.14;"Traumatismo en el nervio o las vías ópticas, bilateral"
NA04.15;"Traumatismo en la corteza visual, unilateral"
NA04.16;"Traumatismo en la corteza visual, bilateral"
NA04.1Y;"Otro traumatismo especificado del nervio óptico o las vías ópticas,"
NA04.1Z;"Traumatismo en el nervio óptico o las vías ópticas, sin especificación"
NA04.2;Traumatismo en el nervio motor ocular
NA04.3;Traumatismo en el nervio troclear
NA04.4;Traumatismo en el nervio trigémino [V par]
NA04.5;Traumatismo en el nervio motor ocular externo [VI par]
NA04.6;Traumatismo en el nervio facial [VII par]
NA04.7;Traumatismo en el nervio acústico [VIII par]
NA04.8;Traumatismo en el nervio glosofaríngeo
NA04.9;Traumatismo en el nervio vago
NA04.A;Traumatismo en el nervio accesorio
NA04.B;Traumatismo en el nervio hipogloso
NA04.Z;"Traumatismo en los nervios craneales, sin especificación"
NA05;Traumatismo en los vasos sanguíneos de la cabeza
NA05.0;Traumatismo en los vasos intracraneales de la cabeza
NA05.1;Traumatismo en los vasos extracraneales de la cabeza
NA05.Z;"Traumatismo en los vasos sanguíneos de la cabeza, sin especificación"
NA06;Traumatismo en el ojo o la órbita
NA06.0;Traumatismo en el párpado
NA06.00;Avulsión del párpado
NA06.01;Hematoma en el párpado
NA06.02;Edema en el párpado
NA06.03;Cuerpo extraño retenido en el párpado
NA06.04;Herida abierta en el párpado o el área periocular
NA06.0Y;Otro traumatismo especificado del párpado
NA06.0Z;"Traumatismo del párpado, sin especificación"
NA06.1;"Herida penetrante en la órbita, con o sin cuerpo extraño"
NA06.2;Cuerpo extraño retenido después de una herida penetrante en la órbita
NA06.3;Hemorragia orbitaria traumática
NA06.4;Traumatismo en la conjuntiva o abrasión corneal sin mención de cuerpo extraño
NA06.5;Traumatismo en el esfínter del iris
NA06.6;Traumatismo en la retina
NA06.60;Agujero macular traumático
NA06.61;Ruptura coroidal
NA06.62;Conmoción de la retina
NA06.63;Avulsión del nervio óptico
NA06.6Y;Otro traumatismo especificado en la retina
NA06.6Z;"Traumatismo en la retina, sin especificación"
NA06.7;Hemorragia retiniana traumática
NA06.8;Traumatismo en el globo ocular
NA06.80;"Cuerpo extraño magnético intraocular retenido, unilateral"
NA06.81;"Cuerpo extraño no magnético intraocular retenido, unilateral"
NA06.82;"Traumatismo cerrado en el globo ocular, unilateral"
NA06.83;"Traumatismo cerrado en el globo ocular, bilateral"
NA06.84;"Herida penetrante en el globo ocular sin cuerpo extraño, unilateral"
NA06.85;"Avulsión en un ojo, unilateral"
NA06.86;"Avulsión en un ojo, bilateral"
NA06.87;"Laceración ocular o ruptura con prolapso o pérdida de tejido intraocular, unilateral"
NA06.88;"Laceración ocular o ruptura con prolapso o pérdida de tejido intraocular, bilateral"
NA06.89;"Herida penetrante en el globo ocular, bilateral"
NA06.8A;"Herida perforante en el globo ocular, bilateral"
NA06.8B;"Cuerpo extraño magnético intraocular retenido, bilateral"
NA06.8C;"Cuerpo extraño no magnético intraocular retenido, bilateral"
NA06.8D;"Laceración ocular sin prolapso ni pérdida de tejido intraocular, unilateral"
NA06.8E;"Laceración ocular sin prolapso ni pérdida de tejido intraocular, bilateral"
NA06.8Y;Otro traumatismo especificado en el globo ocular
NA06.8Z;"Traumatismo en el globo ocular, sin especificación"
NA06.9;Contusión en el globo ocular o los tejidos orbitarios
NA06.A;Traumatismo en el cristalino
NA06.Y;Otro traumatismo especificado en el ojo o la órbita
NA06.Z;"Traumatismo en el ojo o la órbita, sin especificación"
NA07;Traumatismo intracraneal
NA07.0;Conmoción
NA07.00;Pérdida incompleta de conciencia con amnesia
NA07.01;Pérdida incompleta de conciencia sin amnesia
NA07.02;"Pérdida de conciencia, de corta duración (menos de 30 minutos)"
NA07.03;"Pérdida de conciencia, de corta duración (de 30 minutos a menos de una hora)"
NA07.04;"Pérdida de conciencia, de corta duración (de una hora a menos de 6 horas)"
NA07.05;"Pérdida de conciencia, de duración intermedia (de 6 horas a menos de 24 horas)"
NA07.06;Pérdida de conciencia de más de 24 horas o hasta el alta o hasta la última evaluación
NA07.07;"Pérdida de conciencia, persistente hasta la muerte"
NA07.08;"Pérdida de conciencia, de duración no especificada o desconocida, debida a los efectos del tratamiento"
NA07.09;"Pérdida de conciencia, de duración no especificada o desconocida, debida a falta de información"
NA07.0Y;Otra conmoción especificada
NA07.1;Hemorragia traumática intracerebral
NA07.2;Edema cerebral traumático
NA07.20;Edema traumático difuso
NA07.21;Edema traumático focalizado
NA07.2Y;Otro edema cerebral traumático
NA07.2Z;"Edema cerebral traumático, sin especificación"
NA07.3;Traumatismo cerebral difuso
NA07.30;Traumatismo difuso en el cerebro
NA07.31;Traumatismo difuso en el cerebelo
NA07.32;Traumatismo difuso en el tronco encefálico
NA07.33;Traumatismo difuso en múltiples partes del cerebro
NA07.3Y;Otro traumatismo cerebral difuso especificado
NA07.3Z;"Traumatismo cerebral difuso, sin especificación"
NA07.4;Traumatismo cerebral focalizado
NA07.40;Contusión no hemorrágica cerebral focalizada
NA07.41;Contusión hemorrágica cerebral focalizada
NA07.42;Laceración cerebral focalizada
NA07.43;Traumatismos cerebrales focalizados múltiples
NA07.44;Contusión no hemorrágica en el cerebelo focalizada
NA07.45;Hemorragia o hematoma en el cerebelo traumático focalizado
NA07.46;Laceración en el cerebelo focalizada
NA07.47;Traumatismos focalizados múltiples en el cerebelo
NA07.48;Contusión no hemorrágica focalizada en el tronco encefálico
NA07.49;Hemorragia o hematoma focalizados en el tronco encefálico
NA07.4A;Contusión en el lóbulo temporal
NA07.4B;Laceración focalizada en el tronco encefálico
NA07.4C;Contusión cerebral focalizada
NA07.4D;Laceración cerebral focalizada
NA07.4E;Contusión en el lóbulo parietal
NA07.4F;Contusión en el lóbulo occipital
NA07.4Z;"Traumatismo cerebral focalizado, sin especificación"
NA07.5;Hemorragia epidural traumática
NA07.6;Hemorragia subdural traumática
NA07.7;Hemorragia subaracnoidea traumática
NA07.8;Hemorragia traumática en el tejido cerebral
NA07.80;Hemorragia traumática en la sustancia blanca del cerebro
NA07.81;Hemorragia traumática en el tálamo o los ganglios basales
NA07.82;Hemorragia traumática en el cerebelo
NA07.83;Hemorragia traumática en el tronco encefálico
NA07.84;"Hemorragia traumática en el tronco encefálico, primaria"
NA07.85;"Hemorragia traumática en el tronco encefálico, secundaria"
NA07.86;Hemorragias traumáticas múltiples
NA07.8Y;Otra hemorragia traumática especificada en el tejido cerebral
NA07.8Z;"Hemorragia traumática en el tejido cerebral, sin especificación"
NA07.Y;Otro traumatismo intracraneal especificado
NA07.Z;"Traumatismo intracraneal, sin especificación"
NA08;Traumatismo por aplastamiento de la cabeza
NA08.0;Traumatismo por aplastamiento del cerebro
NA08.1;Traumatismo por aplastamiento de la cara
NA08.2;Traumatismo por aplastamiento del cráneo
NA08.3;Cuero cabelludo aplastado
NA08.Y;Otra traumatismo por aplastamiento de la cabeza
NA08.Z;"Traumatismo por aplastamiento de la cabeza, sin especificación"
NA09;Amputación traumática de parte de la cabeza
NA09.0;Avulsión del cuero cabelludo
NA09.1;Amputación traumática de la oreja
NA09.10;"Amputación traumática de la oreja, completa"
NA09.11;"Amputación traumática de la oreja, parcial"
NA09.1Y;Otra amputación traumática especificada de la oreja
NA09.1Z;"Amputación traumática de la oreja, sin especificación"
NA09.2;Amputación traumática de la nariz
NA09.20;"Amputación traumática de la nariz, completa"
NA09.21;"Amputación traumática de la nariz, parcial"
NA09.2Y;Otra amputación traumática especificada de la nariz
NA09.2Z;"Amputación traumática de la nariz, sin especificación"
NA09.3;Amputación traumática de labio
NA09.Y;Amputación traumática especificada de parte de la cabeza
NA09.Z;"Amputación traumática de parte de la cabeza, sin especificación"
NA0A;Algunos traumatismos especificados de la cabeza
NA0A.0;Heridas complejas en la cabeza
NA0A.00;Heridas complejas en la cabeza con material externo retenido
NA0A.01;Heridas complejas en la cabeza con hemorragia intracraneal
NA0A.02;Heridas complejas en la cabeza con perforación completa
NA0A.03;Heridas complejas en la cabeza con pérdida avulsiva de parte del cráneo y los contenidos craneales
NA0A.0Y;Otras heridas complejas especificadas en la cabeza
NA0A.0Z;"Heridas complejas en la cabeza, sin especificación"
NA0A.1;"Traumatismo en tendón, fascia o músculo de la cabeza"
NA0A.10;"Distensión o esguince de tendón, fascia o músculo de la cabeza"
NA0A.11;"Laceración en tendón, fascia o músculo de la cabeza"
NA0A.1Y;"Otro traumatismo especificado en tendón, fascia o músculo de la cabeza"
NA0A.1Z;"Traumatismo en músculo, fascia o tendón de la cabeza, sin especificación"
NA0A.2;Ruptura traumática de la membrana del tímpano del oído
NA0A.3;Traumatismos múltiples en la cabeza
NA0A.Y;Otros traumatismos especificados en la cabeza
NA0B;Traumatismos en el pabellón auricular
NA0C;Traumatismo en el oído medio o interno
NA0Z;"Traumatismos en la cabeza, sin especificación"
NA20;Traumatismo superficial en el cuello
NA20.0;Excoriación de la garganta
NA20.1;Contusión en la garganta
NA20.2;Otros traumatismos superficiales o sin especificar en la garganta
NA20.3;Traumatismos superficiales múltiples en el cuello
NA20.Y;Otro traumatismo superficial especificada en el cuello
NA20.Z;"Traumatismo superficial en el cuello, sin especificación"
NA21;Herida abierta en el cuello
NA21.0;"Laceración en el cuello, sin cuerpo extraño"
NA21.1;"Laceración en el cuello, con cuerpo extraño"
NA21.2;"Herida punzante en el cuello, sin cuerpo extraño"
NA21.3;"Herida punzante en el cuello, con cuerpo extraño"
NA21.4;Mordedura o picadura abierta en el cuello
NA21.5;Heridas abiertas múltiples en el cuello
NA21.Y;Otra herida abierta especificada en el cuello
NA21.Z;"Herida abierta en el cuello, sin especificación"
NA22;Fractura del cuello
NA22.0;Fractura de la primera vértebra cervical
NA22.00;"Fractura de la primera vértebra cervical, fractura por estallido"
NA22.01;Fractura del arco posterior de la primera vértebra cervical
NA22.02;Fractura de la masa lateral de la primera vértebra cervical
NA22.03;Otra fractura de la primera vértebra cervical
NA22.0Z;"Fractura de la primera vértebra cervical, sin especificación"
NA22.1;Fractura de la segunda vértebra cervical
