Code;Title;DepthInKind
XA9SH1;Músculo Ciliar;5
XA1S43;Procesos Ciliares;5
XA96A7;Coroides;4
XA3GW7;Iris;4
XA0B15;Pupila;5
XA0571;Membrana Pupilar;6
XA13U9;Lente Cristalino;3
XA6U53;Ligamento Suspensorio Del Cristalino;4
XA8WV8;Retina;3
XA9V06;Mácula Lútea;4
XA2U02;Fovea;5
XA4A75;Disco óptico;4
XA4YS8;Retina Periférica;4
XA0BB2;Cámara Del Ojo;2
XA0N58;Cámara Posterior Del Ojo;3
XA4HU2;Humor Vítreo;4
XA4MZ4;Cámara Anterior Del Ojo;3
XA3518;Humor Acuoso;4
XA1TF9;Líquido Ocular;2
XA0096;Aparato Lagrimal;1
XA75Y9;Glándula Lagrimal;2
XA2PA4;Conductos De La Glándula Lagrimal;3
XA6CC7;Secreciones Lagrimales;3
XA9D80;Glándula De Meibomio;2
XA8EM9;Puntos Lagrimales;2
XA2VR4;Punto Lagrimal Superior;3
XA99D0;Punto Lagrimal Inferior;3
XA6C35;Canalículo Lagrimal;2
XA5SW9;Conducto Nasolacrimal;2
XA2WJ9;Órbita;1
XA9WT4;"Tejido Conectivo, Subcutáneo Y Otros Tejidos Blandos De La órbita";2
XA8GT2;Vena Nasofrontal;3
XA7LQ0;Vena Supraorbitaria;3
XA01U5;Oído;1
XA57R3;Oído Interno;2
XA3MS6;Canales Semicirculares;3
XA0JV0;Coclea;3
XA6ZY7;Conducto Auditivo Interno;3
XA0L54;Laberinto;3
XA44P4;Vestíbulo Auditivo;3
XA0G74;Oído Medio;2
XA7XY6;Trompa De Eustaquio;3
XA16S6;Ventana Oval;3
XA9RH9;Antro Mastoideo;3
XA3KB2;Cavidad Timpánica;3
XA3UT7;"Tejido Conectivo, Subcutáneo Y Otros Tejidos Blandos Del Oído Medio";3
XA08X4;Membrana Timpánica;3
XA6ZY6;Oído Externo;2
XA4E71;Pabellón De La Oreja;3
XA6B58;Hélix Del Pabellón Auricular;4
XA9A86;Raíz Del Hélix;5
XA9M10;Vértice Del Hélix;5
XA7AB8;Espina Del Hélix;5
XA1BZ8;Cola Del Hélix;5
XA7V14;Antehélix;4
XA96Q7;Pilares Del Antehélix;5
XA5LW2;Fosa Escafoidea Del Pabellón De La Oreja;5
XA8W55;Concha De Pinna;4
XA5KM5;Cimba De La Concha;5
XA8D58;Cuenca Conchal De La Oreja;5
XA3RC6;Fosa Triangular De La Oreja;4
XA2N71;Trago Del Pabellón De La Oreja;4
XA5VK5;Escotadura Intertrágica Del Pabellón De La Oreja;4
XA0TW7;Lóbulo De La Oreja;4
XA7RR9;Antitrago Del Pabellón De La Oreja;4
XA3S47;Superficie Posterior Del Pabellón Auricular;4
XA4DV9;Surco Retroauricular;4
XA3UC1;Conducto Auditivo Externo;3
XA5GS5;Meato Auditivo Externo;4
XA5K66;Glándula Cerosa;4
XA9E26;Piel De La Oreja;3
XA4PM9;Sistema Cardiovascular;1
XA5999;Arterias;2
XA4TS7;"Arteria De La Cabeza, La Cara Y El Cuello";3
XA2B10;Arteria Comunicante Anterior;4
XA2QF4;Arteria Etmoidal Anterior;4
XA53D3;Ramas Nasales De La Arteria Etmoidal Anterior;5
XA00K1;Arteria Meníngea Anterior;4
XA1GU9;Arteria Alveolar Superior Anterior;4
XA2505;Arteria Del Canal De Pterigoideo;4
XA9AD7;Arteria Carótida;4
XA0F61;Cuerpo Carotídeo;5
XA1V84;Arteria Carótida Común;5
XA78C0;Arteria Carótida Interna;5
XA1CW5;Arteria Oftálmica;6
XA9EK2;Arteria Carótida Externa;5
XA5SN3;Arteria Cerebelosa;4
XA13S2;Arteria Cerebral;4
XA1VB0;Arteria Cerebral Anterior;5
XA2K99;Arteria Basilar;5
XA3185;Ramas Pontinas De La Arteria Basilar;6
XA2JH8;Arteria Cerebral Media;5
XA4WT4;Arteria Central Anterolateral;5
XA7C50;Arteria Cerebral Posterior;5
XA2UK9;Tronco Costocervical;4
XA7SK1;Arteria Auricular Profunda;4
XA1NY7;Arteria Cervical Profunda;4
XA18D8;Arteria Nasal Dorsal;4
XA56R8;Arteria Nasal Dorsal Que Irriga La Raíz De La Nariz;5
XA0PF0;Arteria Nasal Dorsal Que Irriga El Dorso De La Nariz;5
XA4QF0;Arteria Estriada Externa De La Arteria Central Anterolateral;4
XA3FL3;Arteria Facial;4
XA7YP8;Arteria Palatina Ascendente;5
XA4UT8;Arteria Labial Superior;5
XA2ZM0;Arteria Labial Inferior;5
XA36S6;Arteria Angular;5
XA9QG7;Arteria Cervical;5
XA85T4;Rama Profunda De La Arteria Submentoniana;6
XA83M8;Ramas Glandulares De La Arteria Cervical;4
XA2626;Arteria Palatina Mayor;4
XA4H29;Arteria Hioidea;4
XA4VH9;Arteria Del Arco Palpebral Inferior;4
XA5VX8;Arteria Estriada Interna De La Arteria Central Anterolateral;4
XA85W7;Arteria Intracraneal;4
XA16L7;Rama Lateral De La Arteria Cerebelosa Inferior Posterior;4
XA3N26;Arteria Facial De La Rama Nasal Lateral;4
XA5Z38;Arteria Palatina Menor;4
XA5TR9;Rama Lingual De La Arteria Alveolar Inferior;4
XA18M5;Arteria Maxilar;4
XA49F5;Primera Porción De La Arteria Maxilar;5
XA0BD0;Arteria Temporal Profunda (Anterior Y Posterior);5
XA7SV5;Arteria Alveolar Inferior;5
XA3W87;Rama Incisiva De La Arteria Alveolar Inferior;6
XA7AG7;Rama Mentoniana De La Arteria Alveolar Inferior;6
XA49F4;Arteria Masetérica;5
XA55G2;Arteria Palatina Descendente;5
XA9XM3;Arteria Faríngea;6
XA3WA5;Arteria Alveolar Superior Posterior;5
XA0LK0;Arteria Bucal;5
XA9MM1;Arteria Timpánica Anterior;5
XA8YX3;Arteria Meníngea Accesoria;5
XA5RM1;Arteria Meningea Media;5
XA2WS5;Arteria Lingual;4
XA9EU7;Arteria Occipital;4
XA13U3;Arteria Auricular Posterior;4
XA0SB1;Arteria Temporal Superficial;4
XA7WG0;Rama Frontal De La Arteria Temporal Superficial;5
XA7K29;Arteria Tiroidea Superior;4
XA0FT7;Arteria Cricotiroidea;5
XA2V10;Arteria Tiroidea Inferior;5
XA77C5;Arteria Esternocleidomastoidea;5
XA00E5;Arteria Faríngea Ascendente;4
XA53A8;Arteria Carótida Común Derecha;4
XA6X36;Arteria Temporal Media;4
XA3TE9;Arteria Milohioidea De La Arteria Alveolar Inferior;4
XA6XV2;Rama Parietal De La Arteria Temporal Superficial;4
XA7U73;Arteria Comunicante Posterior;4
XA5881;Arteria Etmoidal Posterior;4
XA7561;Ramas Nasales De La Arteria Etmoidal Posterior;5
XA7945;Rama Meningeas De La Arteria Etmoidal Posterior;5
XA8RM9;Arteria Cerebelosa Inferior Posterior;4
XA9VV0;Ramas Nasales Laterales Posteriores De La Arteria Esfenopalatina;4
XA8FA1;Arteria Meningea Posterior;4
XA4Q78;Ramas Septales Posteriores De La Arteria Esfenopalatina;4
XA1K74;Ramas Pterigoideas;4
XA1BZ0;Rama Terminal De La Arteria Esfenopalatina;4
XA90T0;Arteria Submentoniana De La Arteria Cervical;4
XA6FR0;Rama Superficial De La Arteria Submentoniana;5
XA0898;Rama Superficial De La Arteria Cervical Transversa;4
XA82P9;Rama Petrosa Superficial De La Arteria Meningea Posterior Y Anterior;4
XA7423;Arteria Cerebelosa Superior;4
XA9GU1;Arteria Laríngea Superior;4
XA50Q9;Arteria Timpánica Superior;4
XA6W31;Arteria Supratroclear;4
XA65G3;Ramas Temporales De La Arteria Meningea Anterior Y Posterior;4
XA9XH0;Tronco Tirocervical;4
XA2E78;Rama Tonsilar De La Arteria Cervical;5
XA6142;Arteria Cervical Transversa;4
XA9M59;Arteria Facial Transversa;4
XA5D86;Rama Pequeña A La Parte Superior Del Saco Lagrimal De La Arteria Nasal Dorsal;4
XA1XP6;Arteria Vertebral;4
XA3NW4;Ramas Meníngeas De La Arteria Vertebral;5
XA6TE8;Rama Ascendente De La Arteria Vertebral;5
XA3R20;Rama Descendente De La Arteria Vertebral;5
XA1C15;Arteria Supraorbitaria;4
XA6503;Rama Superficial De La Arteria Supraorbitaria;5
XA8BL5;Rama Profunda De La Arteria Supraorbitaria;5
XA34H5;Ramos Orbitarios De La Arteria Meníngea Anterior Y Posterior;4
XA5C33;Arteria Infraorbitaria;4
XA05E9;Ramos Orbitarios De La Arteria Infraorbitaria;5
XA9RA2;Arteria Ciliar Posterior Larga;4
XA04E2;Arteria Ciliar Posterior Corta;4
XA94Y6;Arteria Ciliar Anterior;4
XA5RB0;Arteria Central De La Retina;4
XA22D8;Círculo Arterioso De La Arteria Mayor;4
XA8T70;Círculo Arterioso De La Arteria Menor;4
XA5P69;Arteria Lagrimal;4
XA00Q9;Arteria Palpebral Lateral;4
XA8VA1;Arteria Palpebral Media;4
XA35L5;Arteria Del Arco Palpebral Superior;4
XA1Q49;Ramos Cigomáticos De La Arteria Lagrimal;4
XA4KE1;Ramas A La Encía;4
XA9UT1;Arteria Del Tórax;3
XA4TH8;Ramas Al Diafragma De La Arteria Musculofrénica;4
XA1PX4;Ramas A La Parte Inferior Del Pericardio De La Arteria Musculofrénica;4
XA2KA0;Tronco Braquiocefálico;4
XA3M86;Rama Profunda O Arteria Escapular Dorsal;4
XA7KK5;Arteria Intercostal;4
XA0T62;Ramas Intercostales De La Arteria Musculofrénica;4
XA9S49;Arteria Torácica Interna;4
XA3DE1;Arteria Torácica Lateral;4
XA09J9;Arteria Pulmonar;4
XA1EE3;Arteria Intercostal Posterior Inferior (De La Iii A La Xi);4
XA0QG6;Ramas Inferiores De Las Anastomosis Espaciales De Las Seis Ramas Intercostales Anteriores De La Arteria Torácica Interna;4
XA7EC2;Arteria Musculofrénica;4
XA1190;Ramas Perforantes De La Arteria Torácica Interna;4
XA0WT1;Arteria Intercostal Posterior;4
XA14K0;Seis Ramas Intercostales Anteriores De La Arteria Torácica Interna;4
XA6UQ6;Ramos Esternales De La Arteria Torácica Interna;4
XA3311;Arteria Subcostal;4
XA9J15;Arteria Frénica Superior;4
XA8M67;Arteria Torácica Superior;4
XA7TT5;Arteria Intercostal Suprema;4
XA79X5;Arteria Toracoacromial;4
XA99C2;Ramas Anteriores De Las Seis Ramas Intercostales Anteriores De Arteria Torácica Interna;4
XA8ES3;Arteria Esófagica;4
XA8K52;Aorta Del Tórax;4
XA75Z8;Arco De La Aorta;5
XA01A6;Aorta Ascendente;5
XA5H34;Aorta Descendente;5
XA6E07;Arteria Bronquial;4
XA5D68;Arteria Subclavia;4
XA9JK8;Arteria Del Abdomen;3
XA7TZ1;Arteria Suprarrenal Anterior;4
XA82R7;Rama Ascendente De La Arteria Cólica Izquierda;4
XA8BY2;Ramas A Los Músculos Abdominales De La Arteria Musculofrénica;4
XA8577;Arteria Celíaca;4
XA26R6;Arteria Hepática Común;4
XA0JE4;Arteria Cística;4
XA6NY6;Rama Descendente De La Arteria Cólica Izquierda;4
XA1VJ7;Vasos Rectos Descendentes;4
XA1QB0;Arteria Pancreática Dorsal;4
XA0NN4;Arteria Gastroduodenal;4
XA5AP2;Arteria Hepática;4
XA2LQ8;Rama Hepática De La Arteria Gástrica Izquierda;4
XA2Z43;Arteria Ileocólica;4
XA3F13;Arteria Epigástrica Inferior;4
XA2N15;Arteria Mesentérica Inferior;4
XA6358;Arteria Pancreaticoduodenal Inferior;4
XA2LL9;Arteria Frénica Inferior;4
XA68L7;Arteria Intestinal;4
XA6WR7;Arteria Cólica Izquierda;4
XA0LL0;Arteria Gástrica Izquierda;4
XA9AQ6;Arteria Gastroepiploica Izquierda;4
XA4UK9;Arteria Lumbar;4
XA6CA5;Arteria Mesentérica;4
XA1Z62;Arteria Cólica Media;4
XA1GQ7;Arteria Suprarrenal Media;4
XA00T1;Arteria Suprarrenal Posterior;4
XA8C72;Arteria Hepática Propia;4
XA69V9;Arteria Renal;4
XA6GC2;Arteria Cólica Derecha;4
XA9HE0;Arteria Gástrica Derecha;4
XA8V02;Arteria Gastroomental Derecha;4
XA02A2;Arteria Sigmoidea;4
XA0R02;Arteria Esplénica;4
XA2870;Arteria Pancreatoduodenal Superior;4
XA51U4;Ramas Terminales De La Arteria Hepática Propia;4
XA0VZ0;Arteria Umbilical;4
XA3VR0;Mesentérica Superior;4
XA4GP1;Arteria De La Pelvis;3
XA5PV1;Arteria Del Bulbo Del Pene;4
XA30X9;Arteria Del Bulbo Del Vestíbulo;4
XA4XP0;Arteria Profunda Del Clítoris;4
XA7AM0;Arteria Profunda Del Pene;4
XA14N2;Rama Profunda De La Arteria Glútea Superior;4
XA4AP3;Arteria Pudenda Externa Profunda;4
XA27B8;Arteria Del Conducto Deferente;4
XA4FK8;Arteria Dorsal Del Clítoris;4
XA4X54;Arteria Dorsal Del Pene;4
XA5GV0;Rama Ilíaca De La Arteria Iliolumbar;4
XA7D46;Arteria Iliolumbar;4
XA3XS2;Rama Inferior De La Arteria Sacra Lateral;4
XA0G82;Arteria Glútea Inferior;4
XA2QX3;Arteria Vesical Inferior;4
XA7FK7;Arteria Pudenda Interna;4
XA5Y50;Arteria Sacra Lateral;4
XA82V4;Arteria Sacra Media;4
XA8X93;Arteria Rectal Media;4
XA69V8;Arteria Obturatriz;4
XA1MF5;Arteria Ovárica En Las Mujeres;4
XA5MN1;Arteria Perineal;4
XA34Z7;Ramas Labiales Posteriores De La Arteria Pudenda Interna;4
XA2025;Ramas Escrotales Posteriores De La Arteria Pudenda Interna;4
XA2TT0;Rama Superficial De La Arteria Glútea Superior;4
XA0AZ8;Rama Superior De La Arteria Sacra Lateral;4
XA26E6;Arteria Glútea Superior;4
XA1426;Arteria Vesical Superior;4
XA0UK9;Arteria Testicular En Varones;4
XA85K8;Arteria Uretral;4
XA0610;Arteria Uterina;4
XA47A2;Arteria Vaginal;4
XA83D6;Arteria Ilíaca;4
XA6PZ8;Arteria Ilíaca Común;5
XA9MJ1;Arteria Ilíaca Circunfleja Profunda;5
XA4HL2;Arteria Ilíaca Interna;5
XA53T4;Arteria Ilíaca Externa;5
XA81N7;Arteria De La Extremidad Superior;3
XA0H14;Arteria Circunfleja Humeral Anterior;4
XA7U09;Arteria Recurrente Cubital Anterior;4
XA2PP8;Arteria Interósea Anterior;4
XA8ZA6;Ramas Ascendentes De La Arteria Colateral Cubital Inferior;4
XA38W3;Arteria Axilar;4
XA1138;Arteria Braquial;4
XA5RC6;Rama De La Red Carpiana Palmar De La Arteria Interósea Anterior;4
XA91T8;Ramas Al Músculo Deltoides De La Arteria Braquial Profunda;4
XA4RU3;Arteria Interósea Común;4
XA3M37;Arco Palmar Profundo De La Arteria Radial;4
XA1ES5;Ramas Descendentes De La Arteria Colateral Cubital Inferior;4
XA2UT9;Primera Arteria Metacarpiana Dorsal;4
XA9F90;Arteria Cubital Inferior Colateral;4
XA9179;Arteria Interósea Recurrente;4
XA2722;Arteria Colateral Medial;4
XA8LL2;Ramos Musculares De La Arteria Interósea Anterior;4
XA0GZ0;Arco Palmar Del Carpo;4
XA2F13;Rama Palmar De La Muñeca De La Arteria Radial;4
XA51P8;Arteria Interósea Posterior;4
XA8JY7;Arteria Recurrente Cubital Posterior;4
XA05L5;Arteria Principal Del Pulgar;4
XA2PP0;Arteria Braquial Profunda;4
XA8RG5;Arteria Radial;4
XA9W25;Ramos Radiales De La Muñeca De La Arteria Radial;4
XA91J7;Ramos Radiales De La Mano De La Arteria Radial;4
XA3SL1;Ramos Radiales En El Antebrazo De La Arteria Radial;4
XA3PZ4;Arteria Colateral Radial;4
XA3H61;Arteria Recurrente Radial;4
XA62C1;Arteria Radial Del índice;4
XA5AG1;Arco Palmar Superficial De La Arteria Radial;4
XA5BG5;Rama Palmar Superficial De La Arteria Radial;4
XA57X5;Arco Palmar Superficial;4
XA0JA6;Arteria Colateral Cubital Superior;4
XA23B7;Arteria Cubital;4
XA90B4;Arteria Palmar Del Carpo;4
XA1VB5;Rama Palmar Profunda De La Arteria Cubital;4
XA9ZJ6;Arco Dorsal Del Carpo;4
XA44C1;Rama Carpal Dorsal De La Arteria Radial;4
XA7M90;Dorsal Del Carpo;4
XA2YJ5;Arteria Subescapular;4
XA26M6;Arteria Subclavia Derecha;4
XA8DW5;Arteria De La Extremidad Inferior;3
XA61E8;Rama Acetabular;4
XA91J1;Arteria Maleolar Lateral Anterior;4
XA4K68;Arteria Maleolar Medial Anterior;4
XA6CN3;Arteria Tibial Anterior;4
XA7BL5;Arteria Recurrente Tibial Anterior;4
XA5BU3;Rama Ascendente De La Arteria Circunfleja Femoral Lateral;4
XA0DB6;Rama Ascendente De La Arteria Circunfleja Femoral Medial;4
XA42R8;Rama De La Arteria Genicular Inferior Medial A Poplítea;4
XA7WF1;Rama De La Arteria Genicular Superiores Medial Al Vasto Medial De La Arteria Genicular Superior Medial;4
XA2DD1;Rama De La Arteria Genicular Superior Medial |A La Superficie Del Muslo Y La Articulación De La Rodilla De|La Arteria Genicular Superior Medial;4
XA4VS8;Rama Comunicante De La Arteria Peronea A La Arteria Tibial Anterior;4
XA7DF6;Rama Profunda De La Rama Descendente De La Arteria Circunfleja Femoral Medial;4
XA19F5;Rama Profunda De La Arteria Genicular Superior Lateral;4
XA3KL5;Arteria Femoral Profunda;4
XA3SV6;Rama Descendente De La Arteria Circunfleja Femoral Lateral;4
XA15J8;Rama Descendente De La Arteria Circunfleja Femoral Medial;4
XA3CV5;Arteria Descendente De La Rodilla;4
XA41L4;Arteria Dorsal Del Pie;4
XA2JF3;Arteria Femoral;4
XA9GM6;Arteria Fibular;4
XA2GU0;Primera Arteria Perforante;4
XA9EP9;Arteria Circunfleja Fe Moral Lateral;4
XA4B67;Arteria Genicular Inferior Lateral;4
XA6920;Arteria Circunfleja Femoral Medial;4
XA1QB3;Arteria Genicular Inferior Medial;4
XA7PN1;Arteria Plantar Medial;4
XA5LB1;Arteria Genicular Media;4
XA0PT7;Ramas Musculares De La Arteria Tibial Anterior;4
XA9TP5;Rama Músculo-Articular De Arteria Genicular Descendente;4
XA0GA4;Arteria Perforante;4
XA1YF2;Rama Perforante De La Arteria Peronea De La Arteria Tibial Posterior;4
XA44K1;Arteria Poplitea;4
XA0882;Arteria Circunfleja Humeral Posterior;4
XA6LK2;Arteria Tibial Posterior;4
XA33D9;Arteria Recurrente Tibial Posterior;4
XA09P5;Rama Safena De La Arteria Genicular Descendente;4
XA2Z59;Segunda Arteria Perforante;4
XA7W56;Rama Superficial Del Ramo Descendente De La Arteria Circunfleja Femoral Medial;4
XA5687;Rama Superficial De La Arteria Genicular Superior Lateral;4
XA08Q7;Arteria Sural;4
XA8J55;Tercera O Cuarta Arteria Perforante;4
XA4XR2;Rama Transversa De La Arteria Circunfleja Femoral Lateral;4
XA6QR6;Arteria Plantar Lateral;4
XA9PU5;Arteriola Aferente De La Arteria Interlobular;3
XA6Y34;Aorta;3
XA9NQ2;Aorta Toracoabdominal;4
XA5Z66;Aorta Abdominal;5
XA5EX6;Aorta Abdominal Suprarrenal;6
XA2LN9;Aorta Abdominal Infrarrenal;6
XA5J49;Venas;2
XA59M2;"Venas De La Cabeza, La Cara Y El Cuello";3
XA9TJ8;Vena Cortical;4
XA8ZU5;Vena Basal;4
XA37J7;Vena Alveolar;4
XA8ZS9;Vena Angular;4
XA6HG4;Vena Temporal;4
XA1GE4;Vena Temporal Anterior Profunda;5
XA8SD6;Vena Temporal Media;5
XA30B2;Vena Temporal Posterior Profunda;5
XA2NX9;Vena Temporal Superficial;5
XA6SL1;Plexo Basilar;4
XA5SG1;Vena Del Buccinador;4
XA91N0;Vena Cerebelosa;4
XA93W0;Vena Cerebelosa Inferior;5
XA2Z35;Vena Cerebelosa Superior;5
XA2LX2;Vena Cerebral;4
XA6DC3;Vena Cerebral Interna;5
XA1MX7;Vena Cerebral Media Profunda;5
XA0U80;Vena Cerebral Inferior;5
XA43H1;Vena Cerebral Media;5
XA4WV6;Vena Cerebral Media Superficial;5
XA0E47;Vena Cerebral Superior;5
XA7VW1;Vena Cerebral Anterior Pequeña;5
XA18W3;Gran Vena Cerebral;5
XA49Y4;Vena Coroidea;4
XA7C08;Vena Cricotiroidea;4
XA9U81;Vena Cervical Profunda;4
XA2QB0;Vena Diploica;4
XA6VQ5;Vena Diploica Frontal;5
XA6694;Vena Diploica Temporal Anterior;5
XA5AY0;Vena Diploica Temporal Posterior;5
XA2HM1;Vena Diploica Occipital;5
XA12G2;Vena Emisaria Del Agujero De Vesalio;4
XA14M4;Vena Emisaria;4
XA6BA1;Vena Emisaria Del Cóndilo;5
XA4K04;Vena Emisaria Occipital;5
XA8C81;Vena Emisaria Mastoidea;5
XA0T02;Vena Emisaria Parietal;5
XA74U9;Vena Frontal;4
XA0CA3;Laguna Venosa Frontal;4
XA3DS7;Gran Vena Anastomótica De Trolard;4
XA9GT2;Vena Estriada Inferior;4
XA4ZZ3;Vena Maxilar;4
XA23C4;Vena Laríngea;4
XA2JH6;Vena Laríngea Inferior;5
XA3XZ1;Vena Laríngea Superior;5
XA8Z61;Vena Masetérica;4
XA8NY9;Vena Lingual;4
XA4105;Vena Meníngea;4
XA8D07;Vena Meníngea Anterior;5
XA5600;Vena Meníngea Media;5
XA73V2;Vena Meníngea Posterior;5
XA01E7;Vena Occipital;4
XA7AS3;Laguna Venosa Occipital;4
XA0X91;Vena Oftálmica;4
XA6C95;Vena Oftálmica Superior;5
XA8M04;Vena Oftálmica Inferior;5
XA1SM5;Vena Palatina;4
XA4HX4;Laguna Venosa Parietal;4
XA91G2;Vena Parótida;4
XA98C1;Vena Faríngea;4
XA2NF3;Vena Anastomótica Posterior De Labbé;4
XA0QP2;Plexo Venoso Pterigoideo;4
XA0M51;Vena Esfenopalatina;4
XA4XY4;Vena Estilomastoidea;4
XA7K99;Vena Sublingual;4
XA7ZY4;Vena Submaxilar;4
XA1LD6;Vena Submentoniana;4
XA8680;Vena Terminal;4
XA7F45;Vena Traqueal;4
XA6945;Vena Cervical Transversa;4
XA22T9;Vena De La Cavidad Timpánica;4
XA21F0;Vena Del Ala De La Nariz;4
XA9914;Vena Del Canal Pterigoideo;4
XA1RH4;Vena Satélite Del Nervio Hipogloso;4
XA1K34;Vena Del Arco Yugular;4
XA1VJ8;Senos Venosos;4
XA5WN3;Seno Cavernoso;5
XA4NJ4;Confluencia De Los Senos;5
XA6ZV2;Seno Petroso Inferior;5
XA9ED6;Seno Sagital Inferior;5
XA2SC7;Seno Occipital;5
XA4041;Seno Sigmoideo;5
XA03D2;Seno Recto;5
XA81R3;Seno Sagital Superior;5
XA1YP1;Seno Petroso Superior;5
XA4289;Seno Transverso;5
XA5255;Seno Esfenoparietal;5
XA3U52;Seno Intercavernoso;5
XA8P44;Seno Intercavernoso Anterior;6
XA7QE4;Seno Intercavernoso Posterior;6
XA9JS4;Seno Circular;5
XA6UW5;Seno Petroescamoso;5
XA6HK7;Seno De La Duramadre;5
XA5UX2;Seno Venoso Craneal;5
XA9VA8;Vena Tiroidea;4
XA2KJ8;Vena Tiroidea Inferior;5
XA2DN0;Vena Tiroidea Media;5
XA9BZ3;Vena Tiroidea Superior;5
XA9SD5;Vena Palpebral;4
XA9K84;Vena Palpebral Inferior;5
XA9T11;Vena Palpebral Superior;5
XA0Z20;Vena Palpebral Lateral;5
XA52V8;Vena Labial;4
XA5DP6;Vena Labial Inferior;5
XA4AG1;Vena Labial Superior;5
XA97T8;Vena Auricular;4
XA46F3;Vena Auricular Anterior;5
XA67N9;Vena Auricular Posterior;5
XA0BP3;Vena Facial;4
XA7WC0;Vena Facial Anterior;5
XA2681;Vena Facial Profunda;5
XA3LQ0;Vena Facial Común;5
XA4NP1;Vena Facial Posterior;5
XA5GY9;Vena Facial Transversa;5
XA4582;Vena Yugular;4
XA9U48;Vena Yugular Anterior;5
XA46B9;Vena Yugular Interna;5
XA99S7;Vena Yugular Externa;5
XA31W7;Vena Yugular Externa Posterior;5
XA9XW7;Vena Orbital;4
XA73J2;Vena Del Pericráneo;4
XA0ET2;Vena Vertebral Anterior;4
XA1LU7;Vena Temporal Profunda;4
XA2L55;Vena Extraespinal;4
XA5YM5;Vena Auditiva Interna;4
XA5TG4;Plexo Pterigoideo;4
XA1VP6;Vena Pterigoidea;4
XA1RV1;Vena Sagital Superior;4
XA7QR6;Vena Vertebral;4
XA0BP6;Plexo Venoso Vertebral Anterior;4
XA8CT1;Vena Del Tórax;3
XA6DM9;Vena Hemiácigos Accesoria;4
XA7AN5;Vena ácigos;4
XA57F8;Vena Braquiocefálica;4
XA1GY9;Vena Bronquial;4
XA9NE2;Vena Diafragmática;4
XA3VU3;Vena Esofágica;4
XA4GF1;Vena Hemiácigos;4
XA27D1;Vena Innominada;4
XA9HG3;Vena Intercostal;4
XA6JE5;Vena Mediastinal;4
XA6YT2;Vena Subclavia;4
XA3568;Vena Subcostal;4
XA4VD1;Vena Epigástrica Superior;4
XA5WA4;Vena Cava Superior;4
XA4DR2;Vena Intercostal Suprema;4
XA3V69;Vena Mamaria Interna;4
XA2DL5;Vena Escapular Transversa;4
XA8WJ4;Vena Subescapular;4
XA2YF2;Vena Tímica;4
XA0RA8;Vena Del Abdomen;3
XA4DQ4;Vena Lumbar Ascendente;4
XA9PF5;Vena Cabeza De Medusa;4
XA1MQ4;Vena Cística;4
XA95M2;Vena Ileocólica;4
XA7UV5;Vena Cava Inferior;4
XA2UD7;Vena Hepática;4
XA52L9;Vena Lumbar;4
XA3X37;Vena Pancreática;4
XA4XM0;Vena Pancreática Duodenal;4
XA0N54;Vena Paraumbilical;4
XA1E17;Vena Porta;4
XA5JV6;Plexo Venoso Rectal;4
XA0J33;Vena Esplénica;4
XA46Q0;Vena Toracoepigástrica;4
XA2DK6;Vena Cólica;4
XA2UN4;Vena Cólica Derecha;5
XA49E0;Vena Cólica Media;5
XA2WF1;Vena Cólica Izquierda;5
XA5T10;Vena Rectal;4
XA6NJ4;Vena Rectal Media;5
XA80L8;Vena Rectal Inferior;5
XA30C9;Vena Hemorroidal Superior;5
XA34F0;Vena Hemorroidal Perineal;5
XA1EK8;Vena Frénica;4
XA27Y3;Vena Frénica Superior;5
XA0EZ6;Vena Frénica Inferior;5
XA5KA1;Vena Mesentérica;4
XA4DA7;Vena Mesentérica Superior;5
XA4EK2;Vena Mesentérica Inferior;5
XA04Q7;Vena Epigástrica;4
XA8WC0;Vena Epigástrica Superficial;5
XA30F2;Vena Epigástrica Inferior;5
XA1C53;Vena Del Estómago;4
XA7CB3;Vena Gástrica;5
XA73S8;Vena Gástrica Izquierda;6
XA23Q4;Vena Gástrica Derecha;6
XA5QC9;Vena Gástrica Corta;6
XA2R35;Vena Gastroepiploica;5
XA55H2;Vena Intestinal;4
XA26H2;Vena De La Pelvis;3
XA3200;Vena Renal;4
XA6YL8;Cuerpo Cavernoso Del Pene;4
XA03F7;Vena Dorsal Profunda Del Pene;4
XA9X28;Vena Iliolumbar;4
XA7U63;Vena Profunda Del Pene;4
XA5AH6;Vena Obturadora;4
XA4PC3;Vena Ovárica;4
XA05M3;Plexo Pampiniforme;4
XA1W18;Vena Perineal;4
XA8WY0;Vena Prostática;4
XA0GG0;Vena Púbica;4
XA8HY5;Vena Sigmoidea;4
XA4TQ4;Vena Dorsal Superficial Del Pene;4
XA2WW4;Vena Suprarrenal;4
XA7AB3;Plexo Uterino;4
XA8M77;Vena Uterina;4
XA1MK5;Vena Vaginal;4
XA0DB7;Plexo Vesical;4
XA7GN4;Vena Vesical;4
XA9GG9;Vena Vulvar;4
XA8GA3;Vena Glútea;4
XA3HW8;Vena Glútea Inferior;5
XA47S7;Vena Glútea Superior;5
XA03Q4;Vena Ilíaca;4
XA3EG0;Vena Ilíaca Interna;5
XA49T5;Vena Ilíaca Externa;5
XA7W40;Vena Ilíaca Común;5
XA3H93;Vena Circunfleja Ilíaca Profunda;5
XA71Q4;Vena Sacra;4
